TUBERCULOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Tabagismo
Período:2010
"Município de notificação";"Ign/Branco";"Sim";"Não";"Total"
"352760 LUIS ANTONIO";2;-;-;2
"352770 LUIZIANIA";1;-;-;1
"352800 MACATUBA";5;-;-;5
"352830 MAGDA";3;-;-;3
"352840 MAIRINQUE";13;-;-;13
"352850 MAIRIPORA";19;-;-;19
"352870 MARABA PAULISTA";12;-;-;12
"352880 MARACAI";4;-;-;4
"352890 MARIAPOLIS";1;-;-;1
"352900 MARILIA";76;-;4;80
"352920 MARTINOPOLIS";21;-;3;24
"352930 MATAO";11;-;1;12
"352940 MAUA";126;1;3;130
"352950 MENDONCA";1;-;-;1
"352980 MINEIROS DO TIETE";1;-;-;1
"352990 MIRACATU";13;-;-;13
"353010 MIRANDOPOLIS";84;-;8;92
"353020 MIRANTE DO PARANAPANEMA";1;-;-;1
"353030 MIRASSOL";11;-;1;12
"353050 MOCOCA";14;-;-;14
"353060 MOGI DAS CRUZES";136;-;9;145
"353070 MOGI GUACU";31;-;1;32
"353080 MOGI MIRIM";16;-;1;17
"353100 MONCOES";1;-;-;1
"353110 MONGAGUA";67;-;7;74
"353120 MONTE ALEGRE DO SUL";2;-;-;2
"353130 MONTE ALTO";7;-;1;8
"353140 MONTE APRAZIVEL";3;-;-;3
"353150 MONTE AZUL PAULISTA";4;-;-;4
"353180 MONTE MOR";9;-;-;9
"353190 MORRO AGUDO";6;-;-;6
"353205 MOTUCA";1;-;-;1
"353230 NATIVIDADE DA SERRA";1;-;-;1
"353240 NAZARE PAULISTA";7;-;-;7
"353250 NEVES PAULISTA";2;-;1;3
"353260 NHANDEARA";1;-;-;1
"353270 NIPOA";2;-;-;2
"353282 NOVA CAMPINA";3;-;-;3
"353330 NOVA LUZITANIA";1;-;-;1
"353340 NOVA ODESSA";7;-;1;8
"353350 NOVO HORIZONTE";11;-;-;11
"353390 OLIMPIA";10;-;-;10
"353420 ORINDIUVA";1;-;-;1
"353430 ORLANDIA";3;-;-;3
"353440 OSASCO";253;-;23;276
"353460 OSVALDO CRUZ";17;-;4;21
"353470 OURINHOS";34;-;1;35
"353475 OUROESTE";5;-;-;5
"353480 OURO VERDE";2;-;-;2
"353490 PACAEMBU";32;-;3;35
"353500 PALESTINA";2;-;-;2
"353530 PALMITAL";1;-;-;1
"353540 PANORAMA";2;-;-;2
"353550 PARAGUACU PAULISTA";23;-;3;26
"353560 PARAIBUNA";2;-;-;2
"353620 PARIQUERA-ACU";15;-;-;15
"353625 PARISI";1;-;-;1
"353640 PAULICEIA";2;-;-;2
"353650 PAULINIA";15;-;2;17
"353660 PAULO DE FARIA";2;-;-;2
"353670 PEDERNEIRAS";2;-;-;2
"353690 PEDRANOPOLIS";2;-;-;2
"353710 PEDREIRA";3;-;-;3
"353715 PEDRINHAS PAULISTA";1;-;-;1
"353730 PENAPOLIS";11;-;-;11
"353740 PEREIRA BARRETO";6;-;-;6
"353750 PEREIRAS";3;-;-;3
"353760 PERUIBE";58;-;2;60
"353770 PIACATU";3;-;-;3
"353780 PIEDADE";9;-;-;9
"353790 PILAR DO SUL";4;-;-;4
"353800 PINDAMONHANGABA";23;-;7;30
"353810 PINDORAMA";3;-;-;3
"353820 PINHALZINHO";1;-;-;1
"353830 PIQUEROBI";1;-;-;1
"353850 PIQUETE";1;-;-;1
"353860 PIRACAIA";5;-;1;6
"353870 PIRACICABA";141;-;6;147
"353880 PIRAJU";2;-;-;2
"353890 PIRAJUI";32;-;1;33
"353910 PIRAPORA DO BOM JESUS";3;-;-;3
"353920 PIRAPOZINHO";2;-;-;2
"353930 PIRASSUNUNGA";20;-;1;21
"353950 PITANGUEIRAS";3;-;-;3
"353980 POA";46;1;-;47
"354020 PONTAL";8;-;-;8
"354025 PONTALINDA";2;-;-;2
"354060 PORTO FELIZ";7;-;1;8
"354070 PORTO FERREIRA";9;-;-;9
"354075 POTIM";67;-;12;79
"354080 POTIRENDABA";2;-;-;2
"354085 PRACINHA";9;-;1;10
"354100 PRAIA GRANDE";265;-;17;282
"354105 PRATANIA";1;-;-;1
"354120 PRESIDENTE BERNARDES";5;-;1;6
"354130 PRESIDENTE EPITACIO";8;-;-;8
"354140 PRESIDENTE PRUDENTE";83;-;2;85
"354150 PRESIDENTE VENCESLAU";17;-;1;18
"354160 PROMISSAO";8;-;1;9
"354170 QUATA";1;-;-;1
"354190 QUELUZ";4;-;-;4
"354200 QUINTANA";-;-;1;1
"354210 RAFARD";3;-;-;3
"354220 RANCHARIA";10;-;-;10
"354240 REGENTE FEIJO";1;-;-;1
"354250 REGINOPOLIS";12;-;1;13
"354260 REGISTRO";27;-;2;29
"354270 RESTINGA";3;-;-;3
"354280 RIBEIRA";2;-;-;2
"354290 RIBEIRAO BONITO";5;-;1;6
"354300 RIBEIRAO BRANCO";1;-;-;1
"354323 RIBEIRAO DOS INDIOS";2;-;-;2
"354330 RIBEIRAO PIRES";25;-;-;25
"354340 RIBEIRAO PRETO";248;-;23;271
"354350 RIVERSUL";1;-;-;1
"354370 RINCAO";4;-;-;4
"354380 RINOPOLIS";1;-;-;1
"354390 RIO CLARO";41;-;2;43
"354400 RIO DAS PEDRAS";5;-;-;5
"354410 RIO GRANDE DA SERRA";10;-;1;11
"354420 RIOLANDIA";17;-;1;18
"354425 ROSANA";8;-;-;8
"354430 ROSEIRA";4;-;-;4
"354440 RUBIACEA";1;-;-;1
"354490 SALES OLIVEIRA";1;-;-;1
"354500 SALESOPOLIS";1;-;-;1
"354510 SALMOURAO";1;-;-;1
"354520 SALTO";18;-;1;19
"354530 SALTO DE PIRAPORA";10;-;-;10
"354540 SALTO GRANDE";4;-;-;4
"354550 SANDOVALINA";4;-;-;4
"354580 SANTA BARBARA D'OESTE";37;-;2;39
"354600 SANTA BRANCA";3;-;-;3
"354625 SANTA CRUZ DA ESPERANCA";1;-;-;1
"354630 SANTA CRUZ DAS PALMEIRAS";4;-;-;4
"354640 SANTA CRUZ DO RIO PARDO";5;-;-;5
"354660 SANTA FE DO SUL";4;-;-;4
"354670 SANTA GERTRUDES";6;-;-;6
"354680 SANTA ISABEL";13;-;1;14
"354690 SANTA LUCIA";5;-;-;5
"354700 SANTA MARIA DA SERRA";1;-;-;1
"354730 SANTANA DE PARNAIBA";24;-;-;24
"354770 SANTO ANASTACIO";13;-;-;13
"354780 SANTO ANDRE";217;-;10;227
"354800 SANTO ANTONIO DE POSSE";10;-;-;10
"354805 SANTO ANTONIO DO ARACANGUA";1;-;-;1
"354830 SANTO EXPEDITO";2;-;-;2
"354840 SANTOPOLIS DO AGUAPEI";1;-;-;1
"354850 SANTOS";399;-;27;426
"354860 SAO BENTO DO SAPUCAI";1;-;-;1
"354870 SAO BERNARDO DO CAMPO";199;-;9;208
"354880 SAO CAETANO DO SUL";28;-;-;28
"354890 SAO CARLOS";47;3;7;57
"354910 SAO JOAO DA BOA VISTA";9;-;-;9
"354920 SAO JOAO DAS DUAS PONTES";2;-;-;2
"354925 SAO JOAO DE IRACEMA";1;-;-;1
"354940 SAO JOAQUIM DA BARRA";16;-;-;16
"354970 SAO JOSE DO RIO PARDO";4;-;-;4
"354980 SAO JOSE DO RIO PRETO";142;1;6;149
"354990 SAO JOSE DOS CAMPOS";157;-;7;164
"354995 SAO LOURENCO DA SERRA";3;-;-;3
"355000 SAO LUIS DO PARAITINGA";4;-;-;4
"355010 SAO MANUEL";9;-;-;9
"355020 SAO MIGUEL ARCANJO";4;-;-;4
"355030 SAO PAULO";6208;10;1129;7347
"355040 SAO PEDRO";7;-;-;7
"355050 SAO PEDRO DO TURVO";2;-;-;2
"355060 SAO ROQUE";14;-;2;16
"355070 SAO SEBASTIAO";44;-;2;46
"355090 SAO SIMAO";2;-;-;2
"355100 SAO VICENTE";353;1;27;381
"355120 SARUTAIA";1;-;-;1
"355140 SERRA AZUL";18;-;2;20
"355150 SERRANA";4;-;-;4
"355160 SERRA NEGRA";7;-;-;7
"355170 SERTAOZINHO";27;-;1;28
"355180 SETE BARRAS";3;-;-;3
"355190 SEVERINIA";4;-;-;4
"355210 SOCORRO";8;-;-;8
"355220 SOROCABA";224;-;16;240
"355230 SUD MENNUCCI";1;-;-;1
"355240 SUMARE";42;-;2;44
"355250 SUZANO";80;-;5;85
"355255 SUZANAPOLIS";1;-;-;1
"355260 TABAPUA";2;-;-;2
"355270 TABATINGA";4;-;-;4
"355280 TABOAO DA SERRA";86;-;4;90
"355290 TACIBA";2;-;-;2
"355300 TAGUAI";1;-;-;1
"355310 TAIACU";1;-;-;1
"355330 TAMBAU";4;-;-;4
"355340 TANABI";4;-;-;4
"355350 TAPIRAI";3;-;-;3
"355360 TAPIRATIBA";1;-;-;1
"355370 TAQUARITINGA";7;-;1;8
"355380 TAQUARITUBA";6;-;-;6
"355385 TAQUARIVAI";4;-;-;4
"355395 TARUMA";1;-;-;1
"355400 TATUI";33;-;3;36
"355410 TAUBATE";114;-;8;122
"355430 TEODORO SAMPAIO";3;-;-;3
"355440 TERRA ROXA";1;-;-;1
"355450 TIETE";4;-;-;4
"355465 TORRE DE PEDRA";1;-;-;1
"355470 TORRINHA";1;-;-;1
"355480 TREMEMBE";41;-;4;45
"355490 TRES FRONTEIRAS";1;-;-;1
"355500 TUPA";23;-;3;26
"355510 TUPI PAULISTA";12;-;-;12
"355535 UBARANA";3;-;-;3
"355540 UBATUBA";34;-;1;35
"355550 UBIRAJARA";1;-;-;1
"355570 UNIAO PAULISTA";1;-;-;1
"355580 URANIA";2;-;-;2
"355610 VALENTIM GENTIL";1;-;1;2
"355620 VALINHOS";11;-;-;11
"355630 VALPARAISO";34;-;1;35
"355640 VARGEM GRANDE DO SUL";6;-;-;6
"355645 VARGEM GRANDE PAULISTA";4;-;-;4
"355650 VARZEA PAULISTA";29;-;1;30
"355670 VINHEDO";8;-;-;8
"355690 VISTA ALEGRE DO ALTO";1;-;-;1
"355695 VITORIA BRASIL";1;-;-;1
"355700 VOTORANTIM";33;-;1;34
"355710 VOTUPORANGA";31;-;1;32
"355720 CHAVANTES";3;-;-;3
"410020 ADRIANOPOLIS";2;-;-;2
"410030 AGUDOS DO SUL";2;-;-;2
"410040 ALMIRANTE TAMANDARE";29;-;-;29
"410060 ALTO PARANA";5;-;-;5
"410100 AMPERE";-;-;1;1
"410110 ANDIRA";10;-;-;10
"410120 ANTONINA";12;-;-;12
"410140 APUCARANA";19;-;-;19
"410150 ARAPONGAS";12;1;-;13
"410160 ARAPOTI";10;-;-;10
"410180 ARAUCARIA";23;-;-;23
"410190 ASSAI";4;-;-;4
"410200 ASSIS CHATEAUBRIAND";6;-;-;6
"410210 ASTORGA";1;-;-;1
"410230 BALSA NOVA";1;-;-;1
"410240 BANDEIRANTES";13;-;-;13
"410270 BARRA DO JACARE";1;-;-;1
"410275 BELA VISTA DA CAROBA";1;-;-;1
"410280 BELA VISTA DO PARAISO";3;-;-;3
"410290 BITURUNA";3;-;-;3
"410305 BOA VISTA DA APARECIDA";2;-;-;2
"410310 BOCAIUVA DO SUL";1;-;-;1
"410315 BOM JESUS DO SUL";1;-;-;1
"410320 BOM SUCESSO";1;-;-;1
"410330 BORRAZOPOLIS";3;-;-;3
"410335 BRAGANEY";1;-;-;1
"410360 CAMBARA";14;-;-;14
"410370 CAMBE";19;-;-;19
"410380 CAMBIRA";1;-;-;1
"410390 CAMPINA DA LAGOA";4;-;1;5
"410400 CAMPINA GRANDE DO SUL";25;-;-;25
"410405 CAMPO BONITO";1;-;-;1
"410420 CAMPO LARGO";30;-;1;31
"410425 CAMPO MAGRO";6;-;-;6
"410430 CAMPO MOURAO";11;1;3;15
"410450 CAPANEMA";1;-;-;1
"410460 CAPITAO LEONIDAS MARQUES";5;-;-;5
"410465 CARAMBEI";4;-;-;4
"410470 CARLOPOLIS";6;-;1;7
"410480 CASCAVEL";82;-;-;82
"410490 CASTRO";19;-;-;19
"410520 CERRO AZUL";3;-;-;3
"410530 CEU AZUL";1;-;-;1
"410540 CHOPINZINHO";1;-;-;1
"410550 CIANORTE";7;1;-;8
"410580 COLOMBO";48;-;-;48
"410590 COLORADO";7;-;-;7
"410620 CONTENDA";5;-;-;5
"410630 CORBELIA";4;-;-;4
"410640 CORNELIO PROCOPIO";1;-;-;1
"410645 CORONEL DOMINGOS SOARES";2;-;-;2
"410650 CORONEL VIVIDA";5;-;-;5
"410657 CRUZEIRO DO IGUACU";1;-;-;1
"410660 CRUZEIRO DO OESTE";5;-;-;5
"410680 CRUZ MACHADO";3;-;-;3
"410690 CURITIBA";554;3;25;582
"410700 CURIUVA";2;-;-;2
"410710 DIAMANTE DO NORTE";4;-;-;4
"410720 DOIS VIZINHOS";7;-;-;7
"410730 DOUTOR CAMARGO";1;-;-;1
"410750 ENGENHEIRO BELTRAO";5;-;-;5
"410754 ESPIGAO ALTO DO IGUACU";1;-;-;1
"410760 FAXINAL";1;-;-;1
"410765 FAZENDA RIO GRANDE";17;1;1;19
"410770 FENIX";6;-;-;6
"410775 FIGUEIRA";10;-;-;10
"410780 FLORAI";1;-;-;1
"410785 FLOR DA SERRA DO SUL";1;-;-;1
"410790 FLORESTA";1;-;-;1
"410800 FLORESTOPOLIS";3;-;-;3
"410820 FORMOSA DO OESTE";1;-;-;1
"410830 FOZ DO IGUACU";89;-;51;140
"410840 FRANCISCO BELTRAO";9;-;-;9
"410860 GOIOERE";6;-;-;6
"410865 GOIOXIM";-;-;1;1
"410880 GUAIRA";8;-;-;8
"410890 GUAIRACA";1;-;-;1
"410900 GUAPIRAMA";2;-;-;2
"410910 GUAPOREMA";1;-;-;1
"410920 GUARACI";4;-;-;4
"410930 GUARANIACU";1;-;-;1
"410940 GUARAPUAVA";20;1;-;21
"410950 GUARAQUECABA";12;-;-;12
"410960 GUARATUBA";75;-;-;75
"410970 IBAITI";8;-;-;8
"410975 IBEMA";4;-;-;4
"410980 IBIPORA";11;-;1;12
"411005 IGUATU";1;-;-;1
"411007 IMBAU";3;-;-;3
"411010 IMBITUVA";3;-;-;3
"411050 IPIRANGA";1;-;-;1
"411065 IRACEMA DO OESTE";1;-;-;1
"411070 IRATI";4;-;-;4
"411080 IRETAMA";2;-;-;2
"411100 ITAMBARACA";-;2;-;2
"411120 ITAPEJARA D'OESTE";2;-;-;2
"411125 ITAPERUCU";1;-;-;1
"411140 IVAI";1;-;-;1
"411150 IVAIPORA";7;-;-;7
"411160 IVATUBA";3;-;-;3
"411180 JACAREZINHO";22;-;-;22
"411190 JAGUAPITA";1;-;-;1
"411200 JAGUARIAIVA";12;-;-;12
"411210 JANDAIA DO SUL";1;-;1;2
"411240 JAPURA";1;-;-;1
"411250 JARDIM ALEGRE";1;-;-;1
"411270 JATAIZINHO";7;-;-;7
"411275 JESUITAS";1;-;-;1
"411280 JOAQUIM TAVORA";3;-;-;3
"411295 JURANDA";2;-;-;2
"411310 KALORE";2;-;-;2
"411320 LAPA";23;-;-;23
"411325 LARANJAL";2;-;-;2
"411330 LARANJEIRAS DO SUL";2;-;-;2
"411350 LOANDA";1;-;-;1
"411370 LONDRINA";151;-;2;153
"411373 LUIZIANA";1;-;-;1
"411375 LUNARDELLI";1;-;-;1
"411380 LUPIONOPOLIS";1;-;-;1
"411390 MALLET";1;-;-;1
"411410 MANDAGUACU";3;-;-;3
"411420 MANDAGUARI";3;-;-;3
"411430 MANDIRITUBA";16;-;-;16
"411450 MANOEL RIBAS";4;-;-;4
"411460 MARECHAL CANDIDO RONDON";4;-;-;4
"411480 MARIALVA";2;-;-;2
"411500 MARILENA";1;-;-;1
"411520 MARINGA";110;-;-;110
"411540 MARMELEIRO";2;-;-;2
"411560 MATELANDIA";1;-;-;1
"411570 MATINHOS";17;-;-;17
"411573 MATO RICO";1;-;-;1
"411575 MAUA DA SERRA";4;-;-;4
"411580 MEDIANEIRA";6;-;-;6
"411590 MIRADOR";1;-;-;1
"411620 MORRETES";23;-;-;23
"411630 MUNHOZ DE MELO";2;-;-;2
"411670 NOVA AURORA";1;-;-;1
"411680 NOVA CANTU";1;-;-;1
"411690 NOVA ESPERANCA";4;-;-;4
"411700 NOVA FATIMA";5;-;-;5
"411705 NOVA LARANJEIRAS";-;1;3;4
"411710 NOVA LONDRINA";2;-;-;2
"411722 NOVA SANTA ROSA";-;-;2;2
"411725 NOVA PRATA DO IGUACU";2;-;-;2
"411729 NOVO ITACOLOMI";3;-;-;3
"411730 ORTIGUEIRA";9;-;-;9
"411750 PAICANDU";5;-;-;5
"411760 PALMAS";6;-;1;7
"411770 PALMEIRA";3;-;-;3
"411780 PALMITAL";-;1;5;6
"411790 PALOTINA";2;-;-;2
"411800 PARAISO DO NORTE";1;-;-;1
"411810 PARANACITY";2;-;-;2
"411820 PARANAGUA";168;-;-;168
"411830 PARANAPOEMA";1;-;-;1
"411840 PARANAVAI";21;-;-;21
"411850 PATO BRANCO";14;-;-;14
"411860 PAULA FREITAS";1;-;-;1
"411880 PEABIRU";4;-;-;4
"411915 PINHAIS";68;-;-;68
"411920 PINHALAO";1;-;-;1
"411930 PINHAO";-;1;4;5
"411940 PIRAI DO SUL";3;-;-;3
"411950 PIRAQUARA";16;1;2;19
"411960 PITANGA";1;-;-;1
"411970 PLANALTINA DO PARANA";1;-;-;1
"411980 PLANALTO";1;-;-;1
"411990 PONTA GROSSA";64;1;-;65
"411995 PONTAL DO PARANA";2;-;-;2
"412000 PORECATU";4;-;-;4
"412050 PRIMEIRO DE MAIO";2;-;-;2
"412060 PRUDENTOPOLIS";8;-;-;8
"412065 QUARTO CENTENARIO";1;-;-;1
"412080 QUATRO BARRAS";2;-;-;2
"412090 QUEDAS DO IGUACU";4;-;-;4
"412100 QUERENCIA DO NORTE";1;-;-;1
"412110 QUINTA DO SOL";-;1;1;2
"412130 RANCHO ALEGRE";1;-;-;1
"412135 RANCHO ALEGRE D'OESTE";1;-;-;1
"412140 REALEZA";1;-;-;1
"412150 REBOUCAS";1;-;-;1
"412170 RESERVA";5;-;-;5
"412175 RESERVA DO IGUACU";1;-;-;1
"412180 RIBEIRAO CLARO";1;-;-;1
"412190 RIBEIRAO DO PINHAL";3;-;-;3
"412200 RIO AZUL";1;-;-;1
"412215 RIO BONITO DO IGUACU";2;-;-;2
"412220 RIO BRANCO DO SUL";2;-;-;2
"412230 RIO NEGRO";2;-;-;2
"412240 ROLANDIA";9;-;-;9
"412250 RONCADOR";1;-;1;2
"412265 ROSARIO DO IVAI";1;-;-;1
"412270 SABAUDIA";1;-;-;1
"412330 SANTA CRUZ DE MONTE CASTELO";1;-;-;1
"412340 SANTA FE";1;-;-;1
"412350 SANTA HELENA";2;-;-;2
"412370 SANTA ISABEL DO IVAI";1;-;-;1
"412380 SANTA IZABEL DO OESTE";2;-;-;2
"412382 SANTA LUCIA";3;-;-;3
"412385 SANTA MARIA DO OESTE";1;-;-;1
"412390 SANTA MARIANA";1;-;-;1
"412400 SANTANA DO ITARARE";4;-;-;4
"412402 SANTA TEREZA DO OESTE";1;-;-;1
"412405 SANTA TEREZINHA DE ITAIPU";5;-;-;5
"412410 SANTO ANTONIO DA PLATINA";10;3;1;14
"412440 SANTO ANTONIO DO SUDOESTE";1;-;-;1
"412460 SAO CARLOS DO IVAI";1;-;-;1
"412470 SAO JERONIMO DA SERRA";2;-;-;2
"412490 SAO JOAO DO CAIUA";6;-;-;6
"412500 SAO JOAO DO IVAI";1;-;-;1
"412510 SAO JOAO DO TRIUNFO";2;-;-;2
"412530 SAO JORGE DO IVAI";1;-;-;1
"412550 SAO JOSE DOS PINHAIS";73;-;-;73
"412560 SAO MATEUS DO SUL";2;-;1;3
"412570 SAO MIGUEL DO IGUACU";2;-;-;2
"412610 SAO TOME";1;-;-;1
"412620 SAPOPEMA";2;-;-;2
"412625 SARANDI";28;-;-;28
"412630 SENGES";4;-;-;4
"412635 SERRANOPOLIS DO IGUACU";2;-;-;2
"412650 SERTANOPOLIS";5;-;-;5
"412660 SIQUEIRA CAMPOS";2;-;-;2
"412667 TAMARANA";1;-;-;1
"412680 TAPEJARA";5;-;1;6
"412710 TELEMACO BORBA";21;-;-;21
"412720 TERRA BOA";2;-;-;2
"412730 TERRA RICA";5;-;-;5
"412740 TERRA ROXA";3;-;-;3
"412750 TIBAGI";6;-;-;6
"412760 TIJUCAS DO SUL";5;-;-;5
"412770 TOLEDO";18;-;1;19
"412780 TOMAZINA";2;-;-;2
"412795 TUPASSI";1;-;-;1
"412796 TURVO";2;-;-;2
"412800 UBIRATA";1;-;-;1
"412810 UMUARAMA";88;-;1;89
"412820 UNIAO DA VITORIA";13;-;-;13
"412850 WENCESLAU BRAZ";4;-;-;4
"412853 VENTANIA";1;-;-;1
"412855 VERA CRUZ DO OESTE";3;-;-;3
"412860 VERE";3;-;-;3
"412863 DOUTOR ULYSSES";1;-;-;1
"412870 VITORINO";-;1;-;1
"420010 ABELARDO LUZ";3;-;-;3
"420020 AGROLANDIA";1;-;-;1
"420040 AGUA DOCE";3;-;-;3
"420060 AGUAS MORNAS";1;-;-;1
"420120 ANTONIO CARLOS";1;-;-;1
"420130 ARAQUARI";7;-;-;7
"420140 ARARANGUA";15;-;-;15
"420195 BALNEARIO ARROIO DO SILVA";2;-;-;2
"420200 BALNEARIO CAMBORIU";64;-;-;64
"420205 BALNEARIO BARRA DO SUL";10;-;-;10
"420207 BALNEARIO GAIVOTA";1;-;-;1
"420210 BARRA VELHA";13;-;-;13
"420220 BENEDITO NOVO";1;-;-;1
"420230 BIGUACU";20;-;-;20
"420240 BLUMENAU";94;-;-;94
"420245 BOMBINHAS";8;-;-;8
"420253 BOM JESUS";1;-;-;1
"420260 BOM RETIRO";1;-;-;1
"420280 BRACO DO NORTE";3;-;-;3
"420290 BRUSQUE";35;-;-;35
"420300 CACADOR";22;-;-;22
"420320 CAMBORIU";40;-;-;40
"420330 CAMPO ALEGRE";1;-;-;1
"420360 CAMPOS NOVOS";2;-;-;2
"420370 CANELINHA";4;-;-;4
"420380 CANOINHAS";10;-;-;10
"420395 CAPIVARI DE BAIXO";3;-;-;3
"420419 CHAPADAO DO LAGEADO";1;-;-;1
"420420 CHAPECO";23;-;-;23
"420425 COCAL DO SUL";4;-;-;4
"420430 CONCORDIA";8;-;-;8
"420460 CRICIUMA";89;-;-;89
"420480 CURITIBANOS";6;-;-;6
"420517 ENTRE RIOS";1;-;-;1
"420520 ERVAL VELHO";1;-;-;1
"420530 FAXINAL DOS GUEDES";1;-;-;1
"420540 FLORIANOPOLIS";335;1;-;336
"420545 FORQUILHINHA";4;-;-;4
"420550 FRAIBURGO";10;-;-;10
"420555 FREI ROGERIO";1;-;-;1
"420570 GAROPABA";2;-;-;2
"420580 GARUVA";1;-;-;1
"420590 GASPAR";28;-;-;28
"420600 GOVERNADOR CELSO RAMOS";2;-;-;2
"420620 GRAVATAL";1;-;-;1
"420650 GUARAMIRIM";11;-;-;11
"420670 HERVAL D'OESTE";5;-;-;5
"420700 ICARA";20;-;-;20
"420710 ILHOTA";3;-;-;3
"420730 IMBITUBA";10;-;-;10
"420750 INDAIAL";11;-;-;11
"420770 IPUMIRIM";1;-;-;1
"420800 ITA";2;-;-;2
"420820 ITAJAI";222;-;-;222
"420830 ITAPEMA";18;-;-;18
"420845 ITAPOA";7;-;-;7
"420850 ITUPORANGA";2;-;-;2
"420890 JARAGUA DO SUL";39;-;-;39
"420900 JOACABA";2;-;-;2
"420910 JOINVILLE";225;-;-;225
"420930 LAGES";41;-;-;41
"420940 LAGUNA";18;-;-;18
"420960 LAURO MULLER";3;-;-;3
"420970 LEBON REGIS";1;-;-;1
"421000 LUIZ ALVES";3;-;-;3
"421010 MAFRA";4;-;-;4
"421050 MARAVILHA";3;-;-;3
"421060 MASSARANDUBA";1;-;-;1
"421110 MONTE CASTELO";1;-;-;1
"421120 MORRO DA FUMACA";2;-;-;2
"421130 NAVEGANTES";50;-;-;50
"421145 NOVA ITABERABA";2;-;-;2
"421150 NOVA TRENTO";2;-;-;2
"421160 NOVA VENEZA";3;-;-;3
"421170 ORLEANS";2;-;-;2
"421175 OTACILIO COSTA";4;-;-;4
"421190 PALHOCA";41;-;-;41
"421210 PALMITOS";1;-;-;1
"421223 PARAISO";2;-;-;2
"421225 PASSO DE TORRES";4;-;-;4
"421230 PAULO LOPES";1;-;-;1
"421250 PENHA";22;-;-;22
"421280 BALNEARIO PICARRAS";12;-;-;12
"421290 PINHALZINHO";3;-;-;3
"421320 POMERODE";4;-;-;4
"421335 PONTE ALTA DO NORTE";1;-;-;1
"421340 PONTE SERRADA";1;-;-;1
"421350 PORTO BELO";5;-;-;5
"421360 PORTO UNIAO";10;-;-;10
"421370 POUSO REDONDO";1;-;-;1
"421380 PRAIA GRANDE";1;-;-;1
"421430 RANCHO QUEIMADO";2;-;-;2
"421480 RIO DO SUL";14;-;-;14
"421500 RIO NEGRINHO";8;-;-;8
"421550 SANTA CECILIA";4;-;-;4
"421555 SANTA HELENA";1;-;-;1
"421565 SANTA ROSA DO SUL";1;-;-;1
"421570 SANTO AMARO DA IMPERATRIZ";3;-;-;3
"421575 SAO BERNARDINO";1;-;-;1
"421580 SAO BENTO DO SUL";17;-;-;17
"421610 SAO DOMINGOS";1;-;-;1
"421620 SAO FRANCISCO DO SUL";43;-;-;43
"421630 SAO JOAO BATISTA";11;-;-;11
"421635 SAO JOAO DO ITAPERIU";1;-;-;1
"421640 SAO JOAO DO SUL";3;-;-;3
"421650 SAO JOAQUIM";5;-;-;5
"421660 SAO JOSE";110;1;-;111
"421690 SAO LOURENCO DO OESTE";3;-;-;3
"421720 SAO MIGUEL DO OESTE";3;-;-;3
"421725 SAO PEDRO DE ALCANTARA";22;-;-;22
"421740 SCHROEDER";1;-;-;1
"421760 SIDEROPOLIS";3;-;-;3
"421770 SOMBRIO";3;-;-;3
"421790 TANGARA";3;-;-;3
"421800 TIJUCAS";11;-;-;11
"421810 TIMBE DO SUL";1;-;-;1
"421820 TIMBO";3;-;-;3
"421825 TIMBO GRANDE";1;-;-;1
"421830 TRES BARRAS";5;-;-;5
"421835 TREVISO";1;-;-;1
"421870 TUBARAO";60;-;-;60
"421900 URUSSANGA";4;-;-;4
"421915 VARGEM";1;-;-;1
"421930 VIDEIRA";4;-;-;4
"421950 XANXERE";1;-;-;1
"421970 XAXIM";2;-;-;2
"430003 ACEGUA";1;-;-;1
"430010 AGUDO";6;-;-;6
"430020 AJURICABA";1;-;-;1
"430040 ALEGRETE";27;-;-;27
"430055 ALTO ALEGRE";1;-;-;1
"430060 ALVORADA";231;-;1;232
"430063 AMARAL FERRADOR";2;-;-;2
"430064 AMETISTA DO SUL";5;-;-;5
"430080 ANTONIO PRADO";1;-;-;1
"430087 ARARICA";2;-;-;2
"430105 ARROIO DO SAL";1;-;-;1
"430110 ARROIO DOS RATOS";14;-;-;14
"430120 ARROIO DO TIGRE";3;-;-;3
"430130 ARROIO GRANDE";9;-;-;9
"430140 ARVOREZINHA";3;-;-;3
"430155 AUREA";2;-;-;2
"430160 BAGE";36;-;-;36
"430163 BALNEARIO PINHAL";9;-;-;9
"430170 BARAO DE COTEGIPE";1;-;-;1
"430185 BARRA DO GUARITA";1;-;-;1
"430190 BARRA DO RIBEIRO";6;-;-;6
"430200 BARROS CASSAL";1;-;-;1
"430210 BENTO GONCALVES";39;-;-;39
"430235 BOM PRINCIPIO";2;-;-;2
"430250 BOSSOROCA";1;-;-;1
"430258 BOZANO";1;-;-;1
"430260 BRAGA";1;-;-;1
"430280 CACAPAVA DO SUL";8;-;-;8
"430290 CACEQUI";4;-;-;4
"430300 CACHOEIRA DO SUL";27;-;-;27
"430310 CACHOEIRINHA";77;-;-;77
"430320 CACIQUE DOBLE";1;-;-;1
"430350 CAMAQUA";19;-;-;19
