TUBERCULOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Outra doença
Período:2010
"Município de notificação";"Ign/Branco";"Sim";"Não";"Total"
"352760 LUIS ANTONIO";-;-;2;2
"352770 LUIZIANIA";-;-;1;1
"352800 MACATUBA";-;-;5;5
"352830 MAGDA";-;-;3;3
"352840 MAIRINQUE";-;4;9;13
"352850 MAIRIPORA";-;4;15;19
"352870 MARABA PAULISTA";-;1;11;12
"352880 MARACAI";-;1;3;4
"352890 MARIAPOLIS";-;-;1;1
"352900 MARILIA";-;19;61;80
"352920 MARTINOPOLIS";-;-;24;24
"352930 MATAO";-;1;11;12
"352940 MAUA";-;17;113;130
"352950 MENDONCA";-;-;1;1
"352980 MINEIROS DO TIETE";-;1;-;1
"352990 MIRACATU";-;1;12;13
"353010 MIRANDOPOLIS";-;1;91;92
"353020 MIRANTE DO PARANAPANEMA";-;-;1;1
"353030 MIRASSOL";-;1;11;12
"353050 MOCOCA";-;1;13;14
"353060 MOGI DAS CRUZES";2;27;116;145
"353070 MOGI GUACU";-;3;29;32
"353080 MOGI MIRIM";-;5;12;17
"353100 MONCOES";-;-;1;1
"353110 MONGAGUA";22;3;49;74
"353120 MONTE ALEGRE DO SUL";-;-;2;2
"353130 MONTE ALTO";-;2;6;8
"353140 MONTE APRAZIVEL";-;-;3;3
"353150 MONTE AZUL PAULISTA";-;-;4;4
"353180 MONTE MOR";-;-;9;9
"353190 MORRO AGUDO";-;2;4;6
"353205 MOTUCA";-;-;1;1
"353230 NATIVIDADE DA SERRA";-;1;-;1
"353240 NAZARE PAULISTA";-;2;5;7
"353250 NEVES PAULISTA";-;-;3;3
"353260 NHANDEARA";-;-;1;1
"353270 NIPOA";-;-;2;2
"353282 NOVA CAMPINA";-;1;2;3
"353330 NOVA LUZITANIA";-;-;1;1
"353340 NOVA ODESSA";-;-;8;8
"353350 NOVO HORIZONTE";-;3;8;11
"353390 OLIMPIA";-;-;10;10
"353420 ORINDIUVA";-;-;1;1
"353430 ORLANDIA";-;1;2;3
"353440 OSASCO";-;20;256;276
"353460 OSVALDO CRUZ";-;1;20;21
"353470 OURINHOS";-;6;29;35
"353475 OUROESTE";-;1;4;5
"353480 OURO VERDE";-;-;2;2
"353490 PACAEMBU";-;2;33;35
"353500 PALESTINA";-;-;2;2
"353530 PALMITAL";-;1;-;1
"353540 PANORAMA";-;-;2;2
"353550 PARAGUACU PAULISTA";-;2;24;26
"353560 PARAIBUNA";-;1;1;2
"353620 PARIQUERA-ACU";-;2;13;15
"353625 PARISI";-;-;1;1
"353640 PAULICEIA";-;-;2;2
"353650 PAULINIA";-;2;15;17
"353660 PAULO DE FARIA";-;-;2;2
"353670 PEDERNEIRAS";-;-;2;2
"353690 PEDRANOPOLIS";-;-;2;2
"353710 PEDREIRA";-;-;3;3
"353715 PEDRINHAS PAULISTA";-;1;-;1
"353730 PENAPOLIS";-;3;8;11
"353740 PEREIRA BARRETO";-;1;5;6
"353750 PEREIRAS";-;-;3;3
"353760 PERUIBE";-;2;58;60
"353770 PIACATU";-;-;3;3
"353780 PIEDADE";-;-;9;9
"353790 PILAR DO SUL";-;1;3;4
"353800 PINDAMONHANGABA";-;3;27;30
"353810 PINDORAMA";-;-;3;3
"353820 PINHALZINHO";-;-;1;1
"353830 PIQUEROBI";-;-;1;1
"353850 PIQUETE";-;-;1;1
"353860 PIRACAIA";-;2;4;6
"353870 PIRACICABA";-;16;131;147
"353880 PIRAJU";-;2;-;2
"353890 PIRAJUI";-;2;31;33
"353910 PIRAPORA DO BOM JESUS";-;-;3;3
"353920 PIRAPOZINHO";-;-;2;2
"353930 PIRASSUNUNGA";-;6;15;21
"353950 PITANGUEIRAS";-;1;2;3
"353980 POA";-;2;45;47
"354020 PONTAL";-;-;8;8
"354025 PONTALINDA";-;2;-;2
"354060 PORTO FELIZ";-;-;8;8
"354070 PORTO FERREIRA";-;1;8;9
"354075 POTIM";-;1;78;79
"354080 POTIRENDABA";-;-;2;2
"354085 PRACINHA";-;-;10;10
"354100 PRAIA GRANDE";-;19;263;282
"354105 PRATANIA";-;1;-;1
"354120 PRESIDENTE BERNARDES";-;-;6;6
"354130 PRESIDENTE EPITACIO";-;1;7;8
"354140 PRESIDENTE PRUDENTE";-;11;74;85
"354150 PRESIDENTE VENCESLAU";-;-;18;18
"354160 PROMISSAO";-;-;9;9
"354170 QUATA";-;1;-;1
"354190 QUELUZ";-;-;4;4
"354200 QUINTANA";-;-;1;1
"354210 RAFARD";-;1;2;3
"354220 RANCHARIA";-;1;9;10
"354240 REGENTE FEIJO";-;-;1;1
"354250 REGINOPOLIS";-;2;11;13
"354260 REGISTRO";-;3;26;29
"354270 RESTINGA";-;2;1;3
"354280 RIBEIRA";-;-;2;2
"354290 RIBEIRAO BONITO";-;1;5;6
"354300 RIBEIRAO BRANCO";-;-;1;1
"354323 RIBEIRAO DOS INDIOS";-;1;1;2
"354330 RIBEIRAO PIRES";-;1;24;25
"354340 RIBEIRAO PRETO";2;48;221;271
"354350 RIVERSUL";-;-;1;1
"354370 RINCAO";-;-;4;4
"354380 RINOPOLIS";-;-;1;1
"354390 RIO CLARO";-;12;31;43
"354400 RIO DAS PEDRAS";-;1;4;5
"354410 RIO GRANDE DA SERRA";-;-;11;11
"354420 RIOLANDIA";-;2;16;18
"354425 ROSANA";-;-;8;8
"354430 ROSEIRA";-;1;3;4
"354440 RUBIACEA";-;1;-;1
"354490 SALES OLIVEIRA";-;-;1;1
"354500 SALESOPOLIS";-;-;1;1
"354510 SALMOURAO";-;-;1;1
"354520 SALTO";-;1;18;19
"354530 SALTO DE PIRAPORA";-;1;9;10
"354540 SALTO GRANDE";-;-;4;4
"354550 SANDOVALINA";-;1;3;4
"354580 SANTA BARBARA D'OESTE";-;2;37;39
"354600 SANTA BRANCA";1;1;1;3
"354625 SANTA CRUZ DA ESPERANCA";-;-;1;1
"354630 SANTA CRUZ DAS PALMEIRAS";-;-;4;4
"354640 SANTA CRUZ DO RIO PARDO";-;1;4;5
"354660 SANTA FE DO SUL";-;-;4;4
"354670 SANTA GERTRUDES";-;1;5;6
"354680 SANTA ISABEL";-;1;13;14
"354690 SANTA LUCIA";-;-;5;5
"354700 SANTA MARIA DA SERRA";-;-;1;1
"354730 SANTANA DE PARNAIBA";-;1;23;24
"354770 SANTO ANASTACIO";-;3;10;13
"354780 SANTO ANDRE";-;26;201;227
"354800 SANTO ANTONIO DE POSSE";-;-;10;10
"354805 SANTO ANTONIO DO ARACANGUA";-;1;-;1
"354830 SANTO EXPEDITO";-;1;1;2
"354840 SANTOPOLIS DO AGUAPEI";-;-;1;1
"354850 SANTOS";-;59;367;426
"354860 SAO BENTO DO SAPUCAI";-;-;1;1
"354870 SAO BERNARDO DO CAMPO";-;28;180;208
"354880 SAO CAETANO DO SUL";-;3;25;28
"354890 SAO CARLOS";4;4;49;57
"354910 SAO JOAO DA BOA VISTA";-;3;6;9
"354920 SAO JOAO DAS DUAS PONTES";-;-;2;2
"354925 SAO JOAO DE IRACEMA";-;-;1;1
"354940 SAO JOAQUIM DA BARRA";-;-;16;16
"354970 SAO JOSE DO RIO PARDO";-;2;2;4
"354980 SAO JOSE DO RIO PRETO";2;43;104;149
"354990 SAO JOSE DOS CAMPOS";-;24;140;164
"354995 SAO LOURENCO DA SERRA";-;-;3;3
"355000 SAO LUIS DO PARAITINGA";-;-;4;4
"355010 SAO MANUEL";-;4;5;9
"355020 SAO MIGUEL ARCANJO";-;-;4;4
"355030 SAO PAULO";12;1036;6299;7347
"355040 SAO PEDRO";-;1;6;7
"355050 SAO PEDRO DO TURVO";-;-;2;2
"355060 SAO ROQUE";-;4;12;16
"355070 SAO SEBASTIAO";-;5;41;46
"355090 SAO SIMAO";-;-;2;2
"355100 SAO VICENTE";-;-;381;381
"355120 SARUTAIA";-;-;1;1
"355140 SERRA AZUL";-;-;20;20
"355150 SERRANA";-;-;4;4
"355160 SERRA NEGRA";-;-;7;7
"355170 SERTAOZINHO";-;4;24;28
"355180 SETE BARRAS";-;-;3;3
"355190 SEVERINIA";-;-;4;4
"355210 SOCORRO";-;1;7;8
"355220 SOROCABA";-;21;219;240
"355230 SUD MENNUCCI";-;-;1;1
"355240 SUMARE";-;4;40;44
"355250 SUZANO";-;36;49;85
"355255 SUZANAPOLIS";-;1;-;1
"355260 TABAPUA";-;1;1;2
"355270 TABATINGA";-;-;4;4
"355280 TABOAO DA SERRA";-;6;84;90
"355290 TACIBA";-;-;2;2
"355300 TAGUAI";-;-;1;1
"355310 TAIACU";-;-;1;1
"355330 TAMBAU";-;3;1;4
"355340 TANABI";-;-;4;4
"355350 TAPIRAI";-;-;3;3
"355360 TAPIRATIBA";-;1;-;1
"355370 TAQUARITINGA";-;2;6;8
"355380 TAQUARITUBA";-;-;6;6
"355385 TAQUARIVAI";-;-;4;4
"355395 TARUMA";-;1;-;1
"355400 TATUI";-;3;33;36
"355410 TAUBATE";-;9;113;122
"355430 TEODORO SAMPAIO";-;2;1;3
"355440 TERRA ROXA";-;-;1;1
"355450 TIETE";-;3;1;4
"355465 TORRE DE PEDRA";-;1;-;1
"355470 TORRINHA";-;-;1;1
"355480 TREMEMBE";-;-;45;45
"355490 TRES FRONTEIRAS";-;-;1;1
"355500 TUPA";-;2;24;26
"355510 TUPI PAULISTA";-;-;12;12
"355535 UBARANA";-;-;3;3
"355540 UBATUBA";-;1;34;35
"355550 UBIRAJARA";-;-;1;1
"355570 UNIAO PAULISTA";-;1;-;1
"355580 URANIA";-;-;2;2
"355610 VALENTIM GENTIL";-;-;2;2
"355620 VALINHOS";-;1;10;11
"355630 VALPARAISO";-;-;35;35
"355640 VARGEM GRANDE DO SUL";-;2;4;6
"355645 VARGEM GRANDE PAULISTA";-;1;3;4
"355650 VARZEA PAULISTA";-;1;29;30
"355670 VINHEDO";-;1;7;8
"355690 VISTA ALEGRE DO ALTO";-;-;1;1
"355695 VITORIA BRASIL";-;-;1;1
"355700 VOTORANTIM";-;7;27;34
"355710 VOTUPORANGA";-;4;28;32
"355720 CHAVANTES";-;-;3;3
"410020 ADRIANOPOLIS";-;-;2;2
"410030 AGUDOS DO SUL";-;-;2;2
"410040 ALMIRANTE TAMANDARE";9;5;15;29
"410060 ALTO PARANA";-;4;1;5
"410100 AMPERE";-;-;1;1
"410110 ANDIRA";-;-;10;10
"410120 ANTONINA";-;2;10;12
"410140 APUCARANA";4;-;15;19
"410150 ARAPONGAS";2;1;10;13
"410160 ARAPOTI";1;-;9;10
"410180 ARAUCARIA";5;3;15;23
"410190 ASSAI";-;-;4;4
"410200 ASSIS CHATEAUBRIAND";-;1;5;6
"410210 ASTORGA";-;-;1;1
"410230 BALSA NOVA";-;-;1;1
"410240 BANDEIRANTES";6;-;7;13
"410270 BARRA DO JACARE";-;-;1;1
"410275 BELA VISTA DA CAROBA";-;1;-;1
"410280 BELA VISTA DO PARAISO";1;-;2;3
"410290 BITURUNA";-;-;3;3
"410305 BOA VISTA DA APARECIDA";-;-;2;2
"410310 BOCAIUVA DO SUL";-;-;1;1
"410315 BOM JESUS DO SUL";-;1;-;1
"410320 BOM SUCESSO";-;-;1;1
"410330 BORRAZOPOLIS";-;-;3;3
"410335 BRAGANEY";-;-;1;1
"410360 CAMBARA";-;-;14;14
"410370 CAMBE";1;3;15;19
"410380 CAMBIRA";-;-;1;1
"410390 CAMPINA DA LAGOA";-;-;5;5
"410400 CAMPINA GRANDE DO SUL";3;-;22;25
"410405 CAMPO BONITO";-;-;1;1
"410420 CAMPO LARGO";11;4;16;31
"410425 CAMPO MAGRO";3;2;1;6
"410430 CAMPO MOURAO";-;2;13;15
"410450 CAPANEMA";-;-;1;1
"410460 CAPITAO LEONIDAS MARQUES";-;-;5;5
"410465 CARAMBEI";-;1;3;4
"410470 CARLOPOLIS";-;1;6;7
"410480 CASCAVEL";4;6;72;82
"410490 CASTRO";1;-;18;19
"410520 CERRO AZUL";-;-;3;3
"410530 CEU AZUL";-;-;1;1
"410540 CHOPINZINHO";-;-;1;1
"410550 CIANORTE";2;-;6;8
"410580 COLOMBO";4;10;34;48
"410590 COLORADO";1;-;6;7
"410620 CONTENDA";-;1;4;5
"410630 CORBELIA";-;1;3;4
"410640 CORNELIO PROCOPIO";-;1;-;1
"410645 CORONEL DOMINGOS SOARES";-;-;2;2
"410650 CORONEL VIVIDA";-;1;4;5
"410657 CRUZEIRO DO IGUACU";-;-;1;1
"410660 CRUZEIRO DO OESTE";1;-;4;5
"410680 CRUZ MACHADO";1;-;2;3
"410690 CURITIBA";29;127;426;582
"410700 CURIUVA";-;-;2;2
"410710 DIAMANTE DO NORTE";-;1;3;4
"410720 DOIS VIZINHOS";-;-;7;7
"410730 DOUTOR CAMARGO";-;-;1;1
"410750 ENGENHEIRO BELTRAO";-;3;2;5
"410754 ESPIGAO ALTO DO IGUACU";1;-;-;1
"410760 FAXINAL";-;-;1;1
"410765 FAZENDA RIO GRANDE";3;3;13;19
"410770 FENIX";-;-;6;6
"410775 FIGUEIRA";-;-;10;10
"410780 FLORAI";-;-;1;1
"410785 FLOR DA SERRA DO SUL";-;-;1;1
"410790 FLORESTA";-;-;1;1
"410800 FLORESTOPOLIS";-;-;3;3
"410820 FORMOSA DO OESTE";-;-;1;1
"410830 FOZ DO IGUACU";42;20;78;140
"410840 FRANCISCO BELTRAO";-;-;9;9
"410860 GOIOERE";1;-;5;6
"410865 GOIOXIM";-;-;1;1
"410880 GUAIRA";2;-;6;8
"410890 GUAIRACA";-;-;1;1
"410900 GUAPIRAMA";-;-;2;2
"410910 GUAPOREMA";-;-;1;1
"410920 GUARACI";-;2;2;4
"410930 GUARANIACU";-;-;1;1
"410940 GUARAPUAVA";-;1;20;21
"410950 GUARAQUECABA";-;3;9;12
"410960 GUARATUBA";5;5;65;75
"410970 IBAITI";-;2;6;8
"410975 IBEMA";2;-;2;4
"410980 IBIPORA";1;3;8;12
"411005 IGUATU";-;-;1;1
"411007 IMBAU";-;-;3;3
"411010 IMBITUVA";-;1;2;3
"411050 IPIRANGA";-;1;-;1
"411065 IRACEMA DO OESTE";-;-;1;1
"411070 IRATI";-;1;3;4
"411080 IRETAMA";-;-;2;2
"411100 ITAMBARACA";-;-;2;2
"411120 ITAPEJARA D'OESTE";-;-;2;2
"411125 ITAPERUCU";1;-;-;1
"411140 IVAI";-;1;-;1
"411150 IVAIPORA";1;2;4;7
"411160 IVATUBA";1;1;1;3
"411180 JACAREZINHO";4;6;12;22
"411190 JAGUAPITA";-;-;1;1
"411200 JAGUARIAIVA";-;-;12;12
"411210 JANDAIA DO SUL";-;-;2;2
"411240 JAPURA";1;-;-;1
"411250 JARDIM ALEGRE";1;-;-;1
"411270 JATAIZINHO";-;3;4;7
"411275 JESUITAS";-;-;1;1
"411280 JOAQUIM TAVORA";1;-;2;3
"411295 JURANDA";-;-;2;2
"411310 KALORE";-;-;2;2
"411320 LAPA";1;11;11;23
"411325 LARANJAL";-;-;2;2
"411330 LARANJEIRAS DO SUL";-;-;2;2
"411350 LOANDA";-;-;1;1
"411370 LONDRINA";1;42;110;153
"411373 LUIZIANA";-;-;1;1
"411375 LUNARDELLI";-;-;1;1
"411380 LUPIONOPOLIS";-;-;1;1
"411390 MALLET";-;-;1;1
"411410 MANDAGUACU";-;-;3;3
"411420 MANDAGUARI";-;-;3;3
"411430 MANDIRITUBA";9;2;5;16
"411450 MANOEL RIBAS";-;1;3;4
"411460 MARECHAL CANDIDO RONDON";-;1;3;4
"411480 MARIALVA";-;-;2;2
"411500 MARILENA";-;-;1;1
"411520 MARINGA";18;27;65;110
"411540 MARMELEIRO";-;1;1;2
"411560 MATELANDIA";-;-;1;1
"411570 MATINHOS";3;1;13;17
"411573 MATO RICO";-;-;1;1
"411575 MAUA DA SERRA";1;-;3;4
"411580 MEDIANEIRA";1;1;4;6
"411590 MIRADOR";-;-;1;1
"411620 MORRETES";-;3;20;23
"411630 MUNHOZ DE MELO";-;1;1;2
"411670 NOVA AURORA";-;-;1;1
"411680 NOVA CANTU";-;-;1;1
"411690 NOVA ESPERANCA";-;1;3;4
"411700 NOVA FATIMA";-;-;5;5
"411705 NOVA LARANJEIRAS";-;-;4;4
"411710 NOVA LONDRINA";-;-;2;2
"411722 NOVA SANTA ROSA";-;-;2;2
"411725 NOVA PRATA DO IGUACU";-;-;2;2
"411729 NOVO ITACOLOMI";1;-;2;3
"411730 ORTIGUEIRA";-;1;8;9
"411750 PAICANDU";-;-;5;5
"411760 PALMAS";1;1;5;7
"411770 PALMEIRA";-;1;2;3
"411780 PALMITAL";-;-;6;6
"411790 PALOTINA";-;-;2;2
"411800 PARAISO DO NORTE";-;-;1;1
"411810 PARANACITY";-;-;2;2
"411820 PARANAGUA";5;33;130;168
"411830 PARANAPOEMA";-;-;1;1
"411840 PARANAVAI";8;3;10;21
"411850 PATO BRANCO";-;6;8;14
"411860 PAULA FREITAS";-;-;1;1
"411880 PEABIRU";-;-;4;4
"411915 PINHAIS";1;-;67;68
"411920 PINHALAO";-;-;1;1
"411930 PINHAO";-;-;5;5
"411940 PIRAI DO SUL";-;1;2;3
"411950 PIRAQUARA";1;3;15;19
"411960 PITANGA";-;-;1;1
"411970 PLANALTINA DO PARANA";-;-;1;1
"411980 PLANALTO";-;-;1;1
"411990 PONTA GROSSA";-;13;52;65
"411995 PONTAL DO PARANA";-;-;2;2
"412000 PORECATU";-;-;4;4
"412050 PRIMEIRO DE MAIO";-;-;2;2
"412060 PRUDENTOPOLIS";-;1;7;8
"412065 QUARTO CENTENARIO";-;-;1;1
"412080 QUATRO BARRAS";-;-;2;2
"412090 QUEDAS DO IGUACU";-;1;3;4
"412100 QUERENCIA DO NORTE";-;-;1;1
"412110 QUINTA DO SOL";-;1;1;2
"412130 RANCHO ALEGRE";-;-;1;1
"412135 RANCHO ALEGRE D'OESTE";-;-;1;1
"412140 REALEZA";-;-;1;1
"412150 REBOUCAS";-;-;1;1
"412170 RESERVA";1;1;3;5
"412175 RESERVA DO IGUACU";-;-;1;1
"412180 RIBEIRAO CLARO";-;-;1;1
"412190 RIBEIRAO DO PINHAL";-;-;3;3
"412200 RIO AZUL";-;-;1;1
"412215 RIO BONITO DO IGUACU";-;-;2;2
"412220 RIO BRANCO DO SUL";-;-;2;2
"412230 RIO NEGRO";-;-;2;2
"412240 ROLANDIA";8;-;1;9
"412250 RONCADOR";-;-;2;2
"412265 ROSARIO DO IVAI";-;-;1;1
"412270 SABAUDIA";-;-;1;1
"412330 SANTA CRUZ DE MONTE CASTELO";-;-;1;1
"412340 SANTA FE";-;-;1;1
"412350 SANTA HELENA";-;-;2;2
"412370 SANTA ISABEL DO IVAI";1;-;-;1
"412380 SANTA IZABEL DO OESTE";-;-;2;2
"412382 SANTA LUCIA";-;1;2;3
"412385 SANTA MARIA DO OESTE";-;-;1;1
"412390 SANTA MARIANA";-;1;-;1
"412400 SANTANA DO ITARARE";-;1;3;4
"412402 SANTA TEREZA DO OESTE";-;1;-;1
"412405 SANTA TEREZINHA DE ITAIPU";-;3;2;5
"412410 SANTO ANTONIO DA PLATINA";-;4;10;14
"412440 SANTO ANTONIO DO SUDOESTE";-;-;1;1
"412460 SAO CARLOS DO IVAI";-;-;1;1
"412470 SAO JERONIMO DA SERRA";-;-;2;2
"412490 SAO JOAO DO CAIUA";-;-;6;6
"412500 SAO JOAO DO IVAI";-;-;1;1
"412510 SAO JOAO DO TRIUNFO";-;-;2;2
"412530 SAO JORGE DO IVAI";-;-;1;1
"412550 SAO JOSE DOS PINHAIS";7;5;61;73
"412560 SAO MATEUS DO SUL";-;1;2;3
"412570 SAO MIGUEL DO IGUACU";-;-;2;2
"412610 SAO TOME";-;1;-;1
"412620 SAPOPEMA";1;-;1;2
"412625 SARANDI";3;6;19;28
"412630 SENGES";-;-;4;4
"412635 SERRANOPOLIS DO IGUACU";1;1;-;2
"412650 SERTANOPOLIS";-;2;3;5
"412660 SIQUEIRA CAMPOS";-;1;1;2
"412667 TAMARANA";-;-;1;1
"412680 TAPEJARA";-;1;5;6
"412710 TELEMACO BORBA";-;-;21;21
"412720 TERRA BOA";-;-;2;2
"412730 TERRA RICA";-;1;4;5
"412740 TERRA ROXA";-;1;2;3
"412750 TIBAGI";-;2;4;6
"412760 TIJUCAS DO SUL";2;1;2;5
"412770 TOLEDO";1;-;18;19
"412780 TOMAZINA";-;-;2;2
"412795 TUPASSI";-;1;-;1
"412796 TURVO";-;1;1;2
"412800 UBIRATA";-;1;-;1
"412810 UMUARAMA";2;3;84;89
"412820 UNIAO DA VITORIA";-;2;11;13
"412850 WENCESLAU BRAZ";-;-;4;4
"412853 VENTANIA";-;-;1;1
"412855 VERA CRUZ DO OESTE";-;-;3;3
"412860 VERE";1;1;1;3
"412863 DOUTOR ULYSSES";-;1;-;1
"412870 VITORINO";-;-;1;1
"420010 ABELARDO LUZ";-;-;3;3
"420020 AGROLANDIA";-;-;1;1
"420040 AGUA DOCE";1;-;2;3
"420060 AGUAS MORNAS";-;-;1;1
"420120 ANTONIO CARLOS";-;1;-;1
"420130 ARAQUARI";1;-;6;7
"420140 ARARANGUA";-;1;14;15
"420195 BALNEARIO ARROIO DO SILVA";-;-;2;2
"420200 BALNEARIO CAMBORIU";2;5;57;64
"420205 BALNEARIO BARRA DO SUL";-;1;9;10
"420207 BALNEARIO GAIVOTA";-;-;1;1
"420210 BARRA VELHA";7;1;5;13
"420220 BENEDITO NOVO";-;1;-;1
"420230 BIGUACU";1;1;18;20
"420240 BLUMENAU";-;26;68;94
"420245 BOMBINHAS";3;-;5;8
"420253 BOM JESUS";-;-;1;1
"420260 BOM RETIRO";-;-;1;1
"420280 BRACO DO NORTE";-;2;1;3
"420290 BRUSQUE";-;7;28;35
"420300 CACADOR";-;5;17;22
"420320 CAMBORIU";-;8;32;40
"420330 CAMPO ALEGRE";-;-;1;1
"420360 CAMPOS NOVOS";1;-;1;2
"420370 CANELINHA";-;2;2;4
"420380 CANOINHAS";-;-;10;10
"420395 CAPIVARI DE BAIXO";-;-;3;3
"420419 CHAPADAO DO LAGEADO";-;-;1;1
"420420 CHAPECO";-;2;21;23
"420425 COCAL DO SUL";-;-;4;4
"420430 CONCORDIA";-;1;7;8
"420460 CRICIUMA";7;30;52;89
"420480 CURITIBANOS";-;-;6;6
"420517 ENTRE RIOS";-;-;1;1
"420520 ERVAL VELHO";-;-;1;1
"420530 FAXINAL DOS GUEDES";-;-;1;1
"420540 FLORIANOPOLIS";36;118;182;336
"420545 FORQUILHINHA";1;-;3;4
"420550 FRAIBURGO";-;1;9;10
"420555 FREI ROGERIO";-;1;-;1
"420570 GAROPABA";-;1;1;2
"420580 GARUVA";-;-;1;1
"420590 GASPAR";12;2;14;28
"420600 GOVERNADOR CELSO RAMOS";-;-;2;2
"420620 GRAVATAL";-;-;1;1
"420650 GUARAMIRIM";1;-;10;11
"420670 HERVAL D'OESTE";-;1;4;5
"420700 ICARA";1;3;16;20
"420710 ILHOTA";-;1;2;3
"420730 IMBITUBA";-;-;10;10
"420750 INDAIAL";1;1;9;11
"420770 IPUMIRIM";-;-;1;1
"420800 ITA";-;-;2;2
"420820 ITAJAI";6;52;164;222
"420830 ITAPEMA";4;7;7;18
"420845 ITAPOA";2;-;5;7
"420850 ITUPORANGA";-;-;2;2
"420890 JARAGUA DO SUL";-;2;37;39
"420900 JOACABA";-;1;1;2
"420910 JOINVILLE";102;33;90;225
"420930 LAGES";2;4;35;41
"420940 LAGUNA";-;8;10;18
"420960 LAURO MULLER";2;-;1;3
"420970 LEBON REGIS";-;-;1;1
"421000 LUIZ ALVES";-;-;3;3
"421010 MAFRA";-;-;4;4
"421050 MARAVILHA";-;-;3;3
"421060 MASSARANDUBA";-;1;-;1
"421110 MONTE CASTELO";-;1;-;1
"421120 MORRO DA FUMACA";-;-;2;2
"421130 NAVEGANTES";2;4;44;50
"421145 NOVA ITABERABA";-;1;1;2
"421150 NOVA TRENTO";-;1;1;2
"421160 NOVA VENEZA";1;-;2;3
"421170 ORLEANS";-;-;2;2
"421175 OTACILIO COSTA";-;2;2;4
"421190 PALHOCA";8;5;28;41
"421210 PALMITOS";-;-;1;1
"421223 PARAISO";-;1;1;2
"421225 PASSO DE TORRES";1;-;3;4
"421230 PAULO LOPES";-;1;-;1
"421250 PENHA";1;2;19;22
"421280 BALNEARIO PICARRAS";1;5;6;12
"421290 PINHALZINHO";-;1;2;3
"421320 POMERODE";-;1;3;4
"421335 PONTE ALTA DO NORTE";1;-;-;1
"421340 PONTE SERRADA";-;1;-;1
"421350 PORTO BELO";1;2;2;5
"421360 PORTO UNIAO";4;1;5;10
"421370 POUSO REDONDO";-;-;1;1
"421380 PRAIA GRANDE";-;-;1;1
"421430 RANCHO QUEIMADO";1;-;1;2
"421480 RIO DO SUL";-;3;11;14
"421500 RIO NEGRINHO";-;-;8;8
"421550 SANTA CECILIA";-;1;3;4
"421555 SANTA HELENA";-;1;-;1
"421565 SANTA ROSA DO SUL";-;-;1;1
"421570 SANTO AMARO DA IMPERATRIZ";-;-;3;3
"421575 SAO BERNARDINO";-;1;-;1
"421580 SAO BENTO DO SUL";-;-;17;17
"421610 SAO DOMINGOS";-;-;1;1
"421620 SAO FRANCISCO DO SUL";4;7;32;43
"421630 SAO JOAO BATISTA";-;5;6;11
"421635 SAO JOAO DO ITAPERIU";-;-;1;1
"421640 SAO JOAO DO SUL";-;-;3;3
"421650 SAO JOAQUIM";1;1;3;5
"421660 SAO JOSE";3;17;91;111
"421690 SAO LOURENCO DO OESTE";-;-;3;3
"421720 SAO MIGUEL DO OESTE";-;2;1;3
"421725 SAO PEDRO DE ALCANTARA";9;-;13;22
"421740 SCHROEDER";-;-;1;1
"421760 SIDEROPOLIS";-;1;2;3
"421770 SOMBRIO";-;1;2;3
"421790 TANGARA";2;-;1;3
"421800 TIJUCAS";1;1;9;11
"421810 TIMBE DO SUL";1;-;-;1
"421820 TIMBO";-;-;3;3
"421825 TIMBO GRANDE";-;-;1;1
"421830 TRES BARRAS";1;2;2;5
"421835 TREVISO";-;1;-;1
"421870 TUBARAO";6;18;36;60
"421900 URUSSANGA";-;-;4;4
"421915 VARGEM";1;-;-;1
"421930 VIDEIRA";-;2;2;4
"421950 XANXERE";-;-;1;1
"421970 XAXIM";-;-;2;2
"430003 ACEGUA";-;1;-;1
"430010 AGUDO";1;-;5;6
"430020 AJURICABA";-;-;1;1
"430040 ALEGRETE";2;5;20;27
"430055 ALTO ALEGRE";-;-;1;1
"430060 ALVORADA";192;12;28;232
"430063 AMARAL FERRADOR";1;-;1;2
"430064 AMETISTA DO SUL";-;-;5;5
"430080 ANTONIO PRADO";-;1;-;1
"430087 ARARICA";-;-;2;2
"430105 ARROIO DO SAL";1;-;-;1
"430110 ARROIO DOS RATOS";4;1;9;14
"430120 ARROIO DO TIGRE";-;-;3;3
"430130 ARROIO GRANDE";1;1;7;9
"430140 ARVOREZINHA";-;1;2;3
"430155 AUREA";1;-;1;2
"430160 BAGE";4;7;25;36
"430163 BALNEARIO PINHAL";6;-;3;9
"430170 BARAO DE COTEGIPE";-;-;1;1
"430185 BARRA DO GUARITA";-;-;1;1
"430190 BARRA DO RIBEIRO";-;-;6;6
"430200 BARROS CASSAL";-;1;-;1
"430210 BENTO GONCALVES";-;11;28;39
"430235 BOM PRINCIPIO";-;-;2;2
"430250 BOSSOROCA";-;-;1;1
"430258 BOZANO";-;1;-;1
"430260 BRAGA";1;-;-;1
"430280 CACAPAVA DO SUL";-;1;7;8
"430290 CACEQUI";-;-;4;4
"430300 CACHOEIRA DO SUL";-;3;24;27
"430310 CACHOEIRINHA";61;5;11;77
"430320 CACIQUE DOBLE";-;-;1;1
"430350 CAMAQUA";9;1;9;19
